INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL,ISBN-13,ISBN-10,REFERÊNCIA,CONFIABILIDADE TOTAL
INFANTIL,"A GENTE PODE, A GENTE NÃO PODE... (3-4 ANOS)",ANNA CLAUDIA RAMOS,DCL,900,50,45000,9788579830519,8579830517,https://www.estantevirtual.com.br/livro/a-gente-pode-a-gente-nao-pode-34-anos-05N-3276-000-BK: Alta | ,Alta
INFANTIL,MEDO DE QUÊ? ,FLÁVIA CÔRTES,DCL,900,42,37800,9788536801087,8536801085,https://www.abebooks.com/9788536801087/Medo-Quê-Em-Portuguese-Brasil-8536801085/plp: Muito Alta | https://www.skoob.com.br/livro/pdf/medo-de-que/92516/edicao:102238: Muito Alta | https://archive.org/details/medodeque0000cort: Alta | https://www.bookfinder.com/isbn_search/: Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Baixa | ,Alta
INFANTIL,MEU PRESENTE,EVA MONTANARI,DCL,900,45,40500,,"8536815167  
ISBN-13: 978-8536815169",https://www.amazon.com.br/Meu-Presente-Eva-Montanari/dp/8536815167: Alta | ,Alta
INFANTIL,O QUE COMEÇA COM...,"INGRID BIESEMEYER, BELLINGHAUSEN",DCL,900,45,40500,9788532293944,8532293949,,
INFANTIL,"QUEM É, QUEM É? FESTA À FANTASIA",ANNA CLAUDIA RAMOS,DCL,900,49,44100,9788579233784,8579233787,,
INFANTIL,QUEM QUER DAR UMA MÃOZINHA?,SANDRA LOPES,DCL,900,40,36000,9788576793438,8576793437,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://isbnsearch.org/: Baixa | https://www.biblio.com/isbn/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
INFANTIL,"A MENINA, MARILUA E SUA AVE ",RAINHA ISAÍRA SILVINO,DIZ,900,40,36000,978-8561750091.,856175009X,https://www.amazon.com/Menina-Marilua-Sua-Ave-Rainha/dp/856175009X: Muito Alta | https://www.touchelivros.com.br/menina-marilua-e-sua-ave-rainha/: Muito Alta | https://www.amazon.com/-/es/iZAIRA-Silvino/dp/856175009X: Alta | https://www.amazon.com.br/Menina-Marilua-Sua-Ave-Rainha/dp/856175009X: Alta | https://produto.mercadolivre.com.br/MLB-3348217443-livro-menina-marilua-e-sua-ave-rainha-_JM: Baixa | ,Alta
INFANTIL,INDIO VIVE ASSIM,FABIANA GUIMARÃES,DIZ,900,32,28800,9788578070937,8578070937,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.isbnsearcher.com/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
INFANTIL,ONDE ESTAVA O ARCO ÍRIS,JURACY MENDONÇA,DIZ,900,40,36000,978-8561750053,8561750057,https://www.amazon.com/Onde-estava-arco-iris-Juracy-Mendon%C3%A7a/dp/8561750057: Muito Alta | ,Muito Alta
INFANTIL,PALAVRAS DE MÃE,TAMARA BEZERRA,DIZ,900,32,28800,978-65-87123-45-6,6587123455,,
INFANTIL,TATU BOLA,"ROCHA, KLAUBER",DIZ,900,32,28800,9788531701809,8531701807,https://www.isbnsearcher.com/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
INFANTIL,UM PEDAÇO DE ALGODÃO,ANA RIOS,DIZ,900,32,28800,9788561750145,,https://produto.mercadolivre.com.br/MLB-3351803313-livro-um-pedaco-de-algodo-_JM: Muito Alta | https://www.touchelivros.com.br/um-pedaco-de-algodao/: Alta | ,Alta
INFANTIL,A DEFESA DO PINÓQUIO,CRISTINA VIDAL,EDITORA PLANOS,900,70,63000,978-85-7679-490-7,85-7679-490-1,,
INFANTIL,A VIAGEM DO DRAGÃO JAPONÊS,CRISTINA VIDAL,EDITORA PLANOS,900,55,49500,978-85-7679-732-4,85-7679-732-6,,
INFANTIL,O CÃOZINHO MALTRAPILHO,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000,9788576798740,8576798747,,
INFANTIL,O GATO QUE EMPURRAVA PEDRAS,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000,9788574167800,8574167800,https://www.skoob.com.br/livro/pdf/o-gato-e-a-pedra/livro:611342/edicao:611745: Alta | https://www.amazon.com.br/Gato-Pedra-Fernando-Pires/dp/8574167800: Alta | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Muito Baixa | https://www.estantevirtual.com.br/busca/o-gato: Muito Baixa | https://books.google.com/: Muito Baixa | ,Baixa
INFANTIL,O MIADO DO GATINHO,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000,9788576798748,8576798747,https://www.buscaisbn.com.br/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://www.amazon.com.br/Meu-livrinho-para-morder-brincar/dp/9464764791: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Muito Baixa
INFANTIL,O RESGATE DE TITA,CRISTINA VIDAL,EDITORA PLANOS,900,60,54000,9788576798740,8576798747,,
INFANTIL,AMIGOS DO CORAÇÃO,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500,9788532903136,8532903134,https://www.skoob.com.br/livro/pdf/amigos-ate-debaixo-dagua/livro:203160/edicao:226984: Alta | https://www.youtube.com/watch?v=owiN4VhKxow: Baixa | https://www.fnac.pt/livre-numerique/a6369871/Amigos-do-coracao: Baixa | https://www.boutiquedolivro.com/shop/livros/caca-e-nino-amigos-do-coracao/: Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
INFANTIL,CÃO E GATO ,ANA THAIS FEITOSA ,FORT EDITORA,900,38,34200,978-85-369-0000-0,85-369-0000-7,,
INFANTIL,ESSA TAL EMOÇÃO,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500,9788532303077,8532303077,https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://www.estantevirtual.com.br/busca/amelia-albuquerque: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | ,Muito Baixa
INFANTIL,JARDINEIROS DA FLORESTA ,ANA THAIS FEITOSA ,FORT EDITORA,900,40,36000,9786586873003,6586873009,"https://www.forteditora.com.br/jardineiro.html: Baixa | https://www.facebook.com/jardineiros.floresta/posts/1775982909247322/: Baixa | https://www.amazon.com.br/Livros-Ana-Thais-Feitosa/s?rh=n:6740748011,p_27:Ana+Thais+Feitosa: Baixa | https://www.estantevirtual.com.br/busca/ana-thais-feitosa: Muito Baixa | https://www.estantevirtual.com.br/busca/ana-thais-feitosa-os-musicos-herois: Muito Baixa | ",Baixa
INFANTIL,MEU NOME É CECI,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500,9788539603784,8539603787,,
INFANTIL,O PATINHO AZUL,MARCIO DEL PICCHIA,FORT EDITORA,900,70,63000,9788567613037,8567613031,https://livrariapublica.com.br/livros/o-patinho-azul-marcio-del-picchia/: Alta | https://livrariapublica.com.br/autor/marcio-del-picchia/: Alta | https://www.topleituras.com/livros/patinho-azul-a5cf: Alta | https://www.forteditora.com.br/opintinhoazul.html: Baixa | https://www.magazineluiza.com.br/duck-o-patinho-azul/p/kg4fbkffb5/li/otli/: Baixa | ,Alta
INFANTIL,O QUE EU QUERO SER,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500,9788568275559,8568275559,https://www.skoob.com.br/o-que-eu-quero-ser-quando-crescer-1215151ed1210709.html: Alta | https://www.amazon.com.br/que-Quero-Ser-Quando-Crescer/dp/8568275559: Alta | https://www.amazon.com.br/que-eu-Quero-Ser/dp/8582766343: Baixa | https://www.amazon.com.br/que-eu-quero-ser/dp/B071JCCTV9: Baixa | https://www.even3.com.br/anais/cb-de-psicodrama-526583/1066979-o-que-eu-quero-ser-quando-crescer/: Muito Baixa | ,Baixa
INFANTIL,VALORES DE TODOS NÓS,AMELIA ALBUQUERQUE,FORT EDITORA,900,55,49500,978-85-369-2345-7,85-369-2345-7,,
INFANTIL,ABRAÇOS - ANIMAIS DA FAZENDA,REALLY DECENT ,GIRASSOL,900,80,72000,978-85-321-5432-5,8532154325432,https://www.bookfinder.com/isbn_search/: Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Baixa | https://isbnsearch.org/: Baixa | https://isbnlookup.org/: Muito Baixa | https://www.isbn.org/ISBN_converter: Muito Baixa | ,Baixa
INFANTIL,ABRAÇOS - ANIMAIS DE ESTIMAÇÃO,REALLY DECENT ,GIRASSOL,900,80,72000,978-8532300014,8532300017,,
INFANTIL,AMIGO URSO - BOMBEIRO,NOSY CROW,GIRASSOL,900,60,54000,9786555303933,655530393X,https://www.amazon.com.br/Amigo-urso-Nosy-Crow-Ltd/dp/655530393X: Alta | ,Alta
INFANTIL,AMIGO URSO - VETERINÁRIO,NOSY CROW,GIRASSOL,900,60,54000,9786555303926,6555303921,https://www.amazon.com.br/Amigo-urso-Nosy-Crow-Ltd/dp/655530393X: Muito Alta | https://www.lojagirassolbrasil.com.br/amigo-urso-veterinario: Alta | https://www.amazon.com/livro-amigo-urso-veterinario-Nosy/dp/6555303921: Alta | https://www.amazon.com.br/Amigo-urso-Veterinário-Nosy-Crow/dp/6555303921: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | ,Alta
INFANTIL,CONTE UMA FABULA - POP,CELIA RUIZ IBAÑES,GIRASSOL,900,40,36000,9788532050357,8532050359,https://isbnsearch.org/: Baixa | https://booktrapper.com/isbn-lookup: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://isbnlookup.org/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
INFANTIL,CONTOS PARA SONHAR,OBRA COLETIVA,GIRASSOL,900,119,107100,,8539413531; ISBN-13: 9788539413539.,https://www.abebooks.com/9788539413539/Contos-Sonhar-Volume-Coleção-País-8539413531/plp: Muito Alta | https://www.abebooks.com/9788539413195/Contos-Sonhar-Volume-Coleção-Forma-8539413191/plp: Muito Alta | https://www.abebooks.com/9788539423774/Contos-Sonhar-Em-Portugues-Brasil-8539423774/plp: Alta | https://www.bookfinder.com/isbn_search/: Baixa | https://www.isbnservices.com/isbn-10-vs-isbn-13/: Baixa | ,Alta
INFANTIL,JUNTOS SOMOS MAIS FORTES,EILEEN SPINELLI,GIRASSOL,900,45,40500,9786555303896,,https://www.lojagirassolbrasil.com.br/juntos-somos-mais-fortes: Muito Alta | https://www.estantevirtual.com.br/livro/juntos-somos-mais-fortes-um-livro-sobre-a-vida-em-grupo-0AF-8272-000-BK: Alta | ,Muito Alta
INFANTIL,ONDE ESTÃO? NA FAZENDA,TOWNHOUSE ,GIRASSOL,900,70,63000,978-6555304619,6555304618,https://www.amazon.com.br/Onde-estão-fazenda-Townhouse-Publishing/dp/6555304618: Alta | https://www.bookdeal.com/blog/isbn-10-vs-isbn-13/: Baixa | https://www.bookfinder.com/isbn_search/: Baixa | https://www.isbnservices.com/isbn-10-vs-isbn-13/: Baixa | https://isbnsearch.org/: Baixa | ,Baixa
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE NOSSO PLANETA,CAMILLA DE LA BEDOYERE,GIRASSOL,900,43,38700,978-85-7671-493-9,0-857671-49-3,https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://pt.differkinome.com/articles/life-style/difference-between-isbn-10-and-isbn-13-2.html: Baixa | https://pt.science19.com/what-is-difference-between-isbn-13-isbn-10-11523: Baixa | https://port.lamscience.com/what-is-difference-between-isbn-13-isbn-10: Muito Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Muito Baixa | ,Baixa
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE O MEU CORPO,ANNE ROONEY,GIRASSOL,900,43,38700,9788539423480,8539423480,https://www.lojagirassolbrasil.com.br/perguntas-e-respostas-curiosas-sobre-o-meu-corpo: Alta | https://www.buobooks.com/produto/perguntas-e-respostas-curiosas-sobre-o-meu-corpo/: Alta | https://www.amazon.com.br/Perguntas-Respostas-Curiosas-Sobre-Corpo-ebook/dp/B0CZLYNCK1: Alta | https://www.amazon.com.br/Perguntas-respostas-curiosas-sobre-corpo/dp/8539423480: Alta | https://www.magazineluiza.com.br/livro-perguntas-e-respostas-curiosas-sobre-o-meu-corpo/p/hda19gk817/li/lltj/: Alta | ,Alta
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE OS ANIMAIS,CAMILLA DE LA BEDOYERE,GIRASSOL,900,43,38700,9788539423579,8539423572,https://produto.mercadolivre.com.br/MLB-4068409304-livro-perguntas-e-respostas-curiosas-sobre-os-animais-editora-girassol-camilla-de-la-bedoyere-pauline-reeves-ilustrador-_JM: Alta | https://www.buobooks.com/produto/perguntas-e-respostas-curiosas-sobre-os-animais/: Alta | https://produto.mercadolivre.com.br/MLB-1887714086-livro-perguntas-e-respostas-curiosas-sobre-os-animais-_JM: Alta | https://www.amazon.com.br/Perguntas-respostas-curiosas-sobre-animais/dp/853942357X: Alta | https://www.magazineluiza.com.br/livro-perguntas-e-respostas-curiosas-sobre-os-animais/p/dadk20642h/li/lltj/: Alta | ,Alta
INFANTIL,TURMA DA MÔNICA - CONTOS DA CAROCHINHA,OBRA COLETIVA,GIRASSOL,900,100,90000,9788539419081,8539419084,https://www.zoom.com.br/livros/turma-da-monica-contos-da-carochinha-mauricio-de-souza-9788539419081: Muito Alta | https://www.abebooks.com/9788539424092/Turma-Mônica-Contos-Carochinha-Mauricio-8539424096/plp: Alta | https://www.biblio.com/book/turma-monica-contos-carochinha-contos-carochinha/d/1506629373: Alta | https://www.amazon.com/Turma-Mônica-Carochinha-Mauricio-Sousa/dp/8539424096: Alta | https://www.amazon.com.br/Turma-Mônica-Contos-Carochinha-Maurício/dp/8539419084: Alta | ,Alta
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS E ALICE NO PAIS DAS MARAVILHAS - A PRINCESA E A ERVILHA,MAURICIO DE SOUSA,GIRASSOL,900,70,63000,9788526018979,8526018977,,
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS E CONTOS DE FADAS,MAURICIO DE SOUSA,GIRASSOL,900,70,63000,9788526806712,8526806717,,
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS: A BELA E A FERA/ A PRINCESA ARROGANTE,MAURICIO DE SOUSA,GIRASSOL,900,70,63000,9788525424038,8525424037,https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://isbnsearch.org/: Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Baixa | https://www.calculetudo.com.br/texto_consulta_isbn: Baixa | https://pt.science19.com/what-is-difference-between-isbn-13-isbn-10-11523: Muito Baixa | ,Baixa
INFANTIL,TURMA DA MÔNICA E MONTEIRO LOBATO: NARIZINHO ARREBITADO,MAURICIO DE SOUSA,GIRASSOL,900,55,49500,9788539404448,8539404443,https://www.amazon.com.br/Turma-Mônica-Arrebitado-Mauricio-Sousa/dp/8539404443: Baixa | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://isbnsearch.org/: Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Baixa | https://www.cbl.org.br/plataforma_de_servic/isbn/: Muito Baixa | ,Baixa
INFANTIL,NOITES DE CHUVA,ANNA CLAUDIA RAMOS,GLOBO,900,80,72000,9788525052438.,8525052434,https://www.abebooks.fr/9788525052438/Noites-chuva-Ramos-Anna-Claudia-8525052434/plp: Muito Alta | https://www.skoob.com.br/noites-de-chuva-308707ed345932.html: Muito Alta | https://www.abebooks.co.uk/9788525052438/NOITES-CHUVA-RAMOS-ANNA-CLAUDIA-8525052434/plp: Muito Alta | https://www.extra.com.br/noites-de-chuva-anna-claudia-ramos-editora-globinho/p/1559125352: Alta | https://www.amazon.com.br/Noites-Chuva-Anna-Claudia-Ramos/dp/8525052434: Baixa | ,Alta
INFANTIL,O COELHO E O JABUTI,"VIANA, ARIEVALDO",GLOBO,900,80,72000,,8525050598; ISBN-13: 978-8525050595,https://livrariapublica.com.br/livros/o-coelho-e-o-jabuti-arievaldo-viana/: Muito Alta | https://www.abebooks.com/9788525050595/Coelho-Jabuti-Em-Portugues-Brasil-8525050598/plp: Muito Alta | https://www.amazon.com.br/coelho-Jabuti-Arievaldo-Viana/dp/8525050598: Baixa | https://isbnsearch.org/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | ,Alta
INFANTIL,O MENINO QUE COLECIONA GUARDA-CHUVAS,ALEXANDRE DE CASTRO GOMES,GLOBO,900,80,72000,9788525051233,8525051233,https://www.abebooks.com/9788525051233/Menino-Coleciona-Guarda-Chuvas-Portuguese-8525051233/plp: Muito Alta | https://www.amazon.co.uk/Menino-Que-Coleciona-Guarda-Chuvas/dp/8525051233: Muito Alta | https://www.abebooks.fr/9788525051233/Menino-Coleciona-Guarda-Chuvas-Gomes-8525051233/plp: Muito Alta | https://www.skoob.com.br/livro/pdf/o-menino-que-coleciona-guarda-chuvas/livro:238955/edicao:267283: Muito Alta | https://www.amazon.com.br/Menino-que-Coleciona-Guarda-chuvas/dp/8525051233: Muito Alta | ,Muito Alta
INFANTIL,QUANDO VOCÊ ESTAVA NA MINHA BARRIGA,THRITY UMRIGAR,GLOBO,900,60,54000,9788525064349,,https://www.estantevirtual.com.br/livro/quando-voce-estava-na-minha-barriga-04R-1959-000-BK: Alta | ,Alta
INFANTIL,A ARARA CLARINHA,XICO BIZERRA,IMEPH,900,45,40500,9786586020599,658602059X,https://www.skoob.com.br/livro/pdf/a-arara-clara/livro:12224893/edicao:12206010: Alta | https://www.skoob.com.br/livro/edicoes/12224893/edicao:12206010: Alta | https://www.amazon.com.br/Arara-Clarinha-Xico-Bizerra/dp/658602059X: Baixa | https://www.magazineluiza.com.br/livro-a-arara-clara/p/hb12627h01/li/lltj/: Muito Baixa | https://www.amazon.com.br/arara-Clara-Mari-Piaia/dp/6555005386: Muito Baixa | ,Baixa
INFANTIL,A CASA DO CARACOL,ÉRICA MONTENEGRO DE MÉLO,IMEPH,900,45,40500,978-85-8248-041-7,85-82480-41-7,,
INFANTIL,A DESCOBERTA DE CLARICE,NÍVEA BARRETO,IMEPH,900,45,40500,9788579742156,8579742153,https://www.skoob.com.br/a-descoberta-de-clarice-780058ed784791.html: Alta | https://www.skoob.com.br/livro/pdf/a-descoberta-de-clarice/livro:780058/edicao:784791: Alta | https://www.amazon.com.br/descoberta-Clarice-Nívia-Barreto/dp/8579742153: Baixa | https://www.youtube.com/watch?v=cjtz72DmNAs: Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | ,Baixa
INFANTIL,BICHO TEM SOBRENOME?,"ARLENE HOLANDA, CÉSAR MIRANDA",IMEPH,900,50,45000,978-85-7393-401-0,85-7393-401-7,,
INFANTIL,BICHOS,FRANCISCO GILSON,IMEPH,900,60,54000,9788579741929,8579741920,https://www.magazineluiza.com.br/bichos-imeph/p/fjk625ddde/af/dfes/: Baixa | https://www.amazon.com.br/Bichos-Francisco-Gilson/dp/8579741920: Baixa | https://www.skoob.com.br/bichos-784421ed789376.html: Baixa | https://www.estantevirtual.com.br/busca/francisco-gilson: Muito Baixa | https://www.skoob.com.br/livro/pdf/bichos/livro:784421/edicao:789376: Muito Baixa | ,Baixa
INFANTIL,BOA AÇÃO RIMA COM RETIDÃO,VINÍCIOS FERRAZ,IMEPH,900,45,40500,9786586724039,6586724031,"https://mapacultural.secult.ce.gov.br/agente/6635/: Alta | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""BOA+AÇÃO+RIMA+COM+RETIDÃO""+by+author+""VINÍCIOS+FERRAZ""+published+by+""IMEPH""+on+15/04/2025: Muito Baixa | ",Baixa
INFANTIL,BONECO NECO E MARIA FLOR,FRANCISCO GILSON,IMEPH,900,40,36000,9788579740756,8579740754,https://livralivro.com.br/livro/boneco-neco-e-maria-flor/674831.html: Muito Alta | https://www.skoob.com.br/livro/pdf/boneco-neco-e-maria-flor/livro:989821/edicao:991327: Muito Alta | https://www.youtube.com/watch?v=xTpoCQ-mm8o: Alta | https://www.estantevirtual.com.br/busca/francisco-gilson: Baixa | ,Alta
INFANTIL,CANTIGAS PARA APRENDER CONSTRUINDO: VOLUME 1,AMELIA ALBUQUERQUE,IMEPH,900,70,63000,9788579740824,8579740827,https://www.skoob.com.br/livro/pdf/cantigas-para-aprender-construindo-1-i/livro:978063/edicao:979312: Alta | https://www.estantevirtual.com.br/busca/cantigas-para-aprender-construindo-1: Alta | https://www.estantevirtual.com.br/busca?q=rafael-limaverde+cantigas-para-aprender-construindo: Baixa | https://www.youtube.com/watch?v=P-h3IUdV6w8: Baixa | https://www.amazon.com.br/Cantigas-Para-Aprender-Construindo-Inclui/dp/8579740827: Baixa | ,Baixa
INFANTIL,CANTIGAS PARA APRENDER CONSTRUINDO: VOLUME 2,AMELIA ALBUQUERQUE,IMEPH,900,70,63000,9788579740831,,https://www.estantevirtual.com.br/busca/rafael-limaverde-cantigas-para-aprender-construindo: Alta | https://www.amazon.com.br/Cantigas-Para-Aprender-Construindo-Inclui/dp/8579740835: Alta | https://www.estantevirtual.com.br/busca?q=rafael-limaverde+cantigas-para-aprender-construindo: Baixa | https://www.estantevirtual.com.br/mariadaleitura/rafael-limaverde-amelia-albuquerque-cantigas-para-aprender-e-construindo-2-1800630122: Baixa | https://www.calameo.com/books/004886344228973a181e1: Baixa | ,Baixa
INFANTIL,DE 1 A 10,MARIÂNGELA GUADAGNIN,IMEPH,900,42,37800,9788576481985,8576481987,,
INFANTIL,DEZ GATOS QUE SE TANGOLOMANGARAM,AMELIA ALBUQUERQUE,IMEPH,900,42,37800,9788579742569,8579742560,https://www.estantevirtual.com.br/shoppingdoslivros/amelia-albuquerque-ilustracao-ferreth-dez-gatos-que-se-tangolomangaram-2823068604: Alta | https://www.skoob.com.br/dez-gatos-que-se-tangolomangaram-122222936ed122228456.html: Alta | https://www.amazon.com.br/Dez-Gatos-Tangolomangaram-Amelia-Albuquerque/dp/8579742560: Alta | https://www.estantevirtual.com.br/busca/amelia-albuquerque: Alta | https://www.amazon.com.br/Dona-Rose-tem-dez-Gatos/dp/6553841691: Baixa | ,Alta
INFANTIL,HISTORINHAS AMOROSAS,ELVIRA DRUMMOND,IMEPH,900,55,49500,9788585864327,8585864324,"https://www.estantevirtual.com.br/busca/elvira-drummond: Alta | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""HISTORINHAS+AMOROSAS""+by+author+""ELVIRA+DRUMMOND""+published+by+""IMEPH""+on+15/04/2025: Muito Baixa | ",Baixa
INFANTIL,JOANA JOANINHA,FRANCISCO GILSON,IMEPH,900,42,37800,9788579741494,8579741491,https://www.estantevirtual.com.br/busca/francisco-gilson: Alta | https://www.wook.pt/livro/a-joana-joaninha-so-tem-uma-pintinha-joana-raminhos-da-silveira/27772385: Baixa | https://www.amazon.com.br/Joana-joaninha-Fransisco-gilson/dp/8579741491: Baixa | https://bibliotecaescolarantoniotorrado.blogspot.com/2022/12/apresentacao-do-livro-joana-joaninha-so.html: Muito Baixa | https://www.amazon.com.br/Joaninha-Que-Perdeu-As-Pintinhas/dp/8586114138: Muito Baixa | ,Baixa
INFANTIL,JOÃO PIRÁ,"DANIEL WALLERIUS, TALITA NOZOMI",IMEPH,900,80,72000,978-6586020298,6586020298,https://www.amazon.com.br/João-Pirá-Talita-Nozomi/dp/6586020298: Alta | https://www.cachettararidades.com.br/MLB-3879646797-livro-joo-pira-daniel-wallerius-e-talita-nozomi-editora-imeph-t49-_JM: Alta | https://produto.mercadolivre.com.br/MLB-3879646797-livro-joo-pira-daniel-wallerius-e-talita-nozomi-editora-imeph-t49-_JM: Alta | https://baturite.ce.gov.br/arquivos_download.php?pg=licitacao&id=789&subid=5879: Baixa | ,Alta
INFANTIL,O BAÚ DE SURPRESAS,MARIANE BIGIO,IMEPH,900,40,36000,9788576081542,8576081547,,
INFANTIL,"VAGA-VAGA, VAGALUME",WALKÍRIA KAMINSKI,IMEPH,900,40,36000,9788560300440,8560300449,https://www.skoob.com.br/vaga-vaga-vagalume-989859ed991370.html: Muito Alta | https://www.skoob.com.br/livro/pdf/vaga-vaga-vagalume/livro:989859/edicao:991370: Muito Alta | https://www.amazon.com.br/VAGA-VAGA-VAGALUME-Walkíria-Kaminski/dp/8560300449: Alta | https://www.librarything.com/work/25426845: Baixa | https://www.estantevirtual.com.br/busca/vagalume: Baixa | ,Alta
